Year,Title,PublicationName,CitedByCount,Asia,Oceania,Europe,North America,South America,Africa,keywords_list,cluster,keyword_category
2022,Beyond the Phase Segregation: Probing the Irreversible Phase Reconstruction of Mixed-Halide Perovskites,Advanced Science,12,5,0,0,0,0,0,"['mixed-halide perovskite', 'phase reconstruction', 'photoluminescence imaging', 'stability']",4,Public Health and Epidemiology
2022,Phylogeny of Globba section Nudae and taxonomic revision of the new Globba subsection Pelecantherae,Plant Systematics and Evolution,2,2,0,2,0,0,0,"['Anther appendages', 'Floral evolution', 'Hybridisation', 'Taxonomy']",1,Medical and Technological Advances
2022,Analysis of full-scale precast post-tension (FPP) girder for straddle monorail – Experimental and FEA study,Structures,3,3,0,0,0,0,0,"['ATENA', 'Finite element analysis', 'Full-scale', 'Modern cities', 'Monorail system', 'Precast post-tension girder', 'Service load', 'Straddle monorail', 'Ultimate load']",1,Medical and Technological Advances
2022,"Phytochemical, anti-Acanthamoeba, and anti-adhesion properties of Garcinia mangostana flower as preventive contact lens solution",Acta Tropica,5,11,1,1,0,0,1,"['Acanthamoeba triangularis', 'Anti-Acanthamoeba activity', 'Anti-adhesion activity', 'Contact lens', 'Garcinia mangostana flower', 'α-Mangostin']",1,Medical and Technological Advances
2022,PCR combined with lateral flow immunochromatographic assay to differentiate the narcotic Mitragyna speciosa from related species and detect it in forensic evidence,Forensic Science International,2,3,0,0,0,0,0,"['Kratom', 'Lateral flow immunochromatographic assay', 'matK', 'Mitragyna speciosa', 'Narcotic plant', 'PCR']",1,Medical and Technological Advances
2022,The role of filamentous fungi in advancing the development of a sustainable circular bioeconomy,Bioresource Technology,14,2,0,1,0,0,0,"['Chemicals', 'Circular economy', 'Feed', 'Filamentous fungi', 'Food']",1,Medical and Technological Advances
2022,Systematic investigation of brightener’ s effects on alkaline non-cyanide zinc electroplating using HPLC and molecular modeling,Materials Chemistry and Physics,5,1,0,1,0,0,0,"['BPC', 'Brightener', 'DFT', 'HPLC', 'Zinc electroplating']",1,Medical and Technological Advances
2022,A factorial experimental design approach to obtain defect-rich black TiO2 for photocatalytic dye degradation,Journal of Water Process Engineering,4,2,0,0,0,0,0,"['Black TiO2', 'Defect engineering', 'Dye removal', 'Factorial design', 'Photocatalysis']",1,Medical and Technological Advances
2022,Single-step fabrication of highly stable amorphous TiO2 nanotubes arrays (am-TNTA) for stimulating gas-phase photoreduction of CO2 to methane,Chemosphere,11,4,0,0,0,0,0,"['Amorphous TiO2', 'CH4 production', 'CO2 photoreduction', 'Surface defects', 'TiO2 nanotubes']",1,Medical and Technological Advances
2022,Anti-Leishmania activity of artesunate and combination effects with amphotericin B against Leishmania (Mundinia) martiniquensis in vitro,Acta Tropica,1,4,0,0,0,0,0,"['Amphotericin B', 'Artesunate', 'Combination', 'Leishmania', 'Thailand', 'Treatment']",1,Medical and Technological Advances
2022,Cyanidin-3-rutinoside stimulated insulin secretion through activation of L-type voltage-dependent Ca2+ channels and the PLC-IP3 pathway in pancreatic β-cells,Biomedicine and Pharmacotherapy,5,4,0,0,1,0,0,"['Cyanidin-3-rutinoside', 'Insulin secretion', 'Intracellular Ca2+ signaling', 'Pancreatic β-cells', 'PLC-IP3 pathway', 'Voltage-dependent Ca2+ channel']",1,Medical and Technological Advances
2022,The study of ultralow interfacial tension SiO2-surfactant foam for enhanced oil recovery,Journal of Petroleum Science and Engineering,7,2,0,0,2,0,0,"['Adsorption', 'Nanoparticles', 'Surfactant', 'Ultralow interfacial tension foam', 'Viscosity']",1,Medical and Technological Advances
2022,Wnt signaling in dental pulp homeostasis and dentin regeneration,Archives of Oral Biology,7,3,0,1,0,0,0,"['Dental pulp cells', 'Dentin repair', 'Tooth development', 'Wnt signaling']",1,Medical and Technological Advances
2022,"Multiphase deformation of an inverted Permian deepwater rift basin: The Nong Pong Formation, Khao Khwang Fold and Thrust Belt, Thailand",Journal of Asian Earth Sciences,0,5,0,0,0,0,0,"['Deepwater', 'Indosinian', 'Inversion', 'Permian', 'Refolded folds', 'Triassic']",1,Medical and Technological Advances
2022,Prevention of Emerging Infections in Children,Pediatric Clinics of North America,1,3,0,0,0,0,0,"['Avian influenza', 'Chikungunya', 'Dengue', 'Ebola', 'Emerging infections', 'Middle-East respiratory syndrome', 'Prevention']",1,Medical and Technological Advances
2022,"A novel modified chitosan/collagen coated-gold nanoparticles for 5-fluorouracil delivery: Synthesis, characterization, in vitro drug release studies, anti-inflammatory activity and in vitro cytotoxicity assay",Carbohydrate Polymers,23,3,0,0,0,0,0,"['5-Fluorouracil', 'Biotin', 'Chitosan-collagen modified', 'Coated gold nanoparticles', 'Layer-by-layer assembly technique', 'Reduction reaction']",1,Medical and Technological Advances
2022,"Amphiphilic quaternized chitosan: Synthesis, characterization, and anti-cariogenic biofilm property",Carbohydrate Polymers,24,6,0,0,0,0,0,"['Antibacterial', 'Chitosan', 'Dental biofilm', 'Hydrophobic', 'Nanoparticles', 'Quaternary ammonium groups', 'S. mutans', 'Self-assembly']",1,Medical and Technological Advances
2022,Thermodynamic stability and superconductivity of tantalum carbides from first-principles cluster expansion and isotropic Eliashberg theory,Computational Materials Science,4,2,0,1,0,0,0,"['First-principles calculations', 'Isotropic Eliashberg theory', 'Superconductivity', 'Tantalum carbides', 'Thermodynamic stability']",1,Medical and Technological Advances
2022,Growing 3D-nanostructured carbon allotropes from CO2 at room temperature under the dynamic CO2 electrochemical reduction environment,Carbon,7,8,0,0,1,0,0,"['Carbon allotropes', 'CO2 electrochemical reduction', 'Crystal growth', 'Nanostructured carbon', 'Single crystal']",1,Medical and Technological Advances
2022,Molecular encapsulation of emodin with various β-cyclodextrin derivatives: A computational study,Journal of Molecular Liquids,9,4,0,0,0,0,0,"['2-hydroxypropyl-β-cyclodextrin', 'Emodin', 'Inclusion complex', 'Molecular dynamics simulations', 'Sulfobutylether-β-cyclodextrin', 'β-cyclodextrin']",1,Medical and Technological Advances
2022,Biomechanical properties of the growing and decaying roots of Cynodon dactylon,Plant and Soil,12,3,0,2,0,0,0,"['Burning', 'Cellulose', 'Herbicide', 'Lignin', 'Root decay', 'Root tensile strength']",1,Medical and Technological Advances
2022,Adverse childhood experiences combined with emotional and physical abuse by the partner predict antenatal depression,Journal of Affective Disorders,5,5,0,0,0,0,0,"['Adverse childhood experiences', 'Antenatal depression', 'Intimate partner violence', 'Social support']",1,Medical and Technological Advances
2022,Self-calcifying lipid nanocarrier for bone tissue engineering,Biochimica et Biophysica Acta - General Subjects,4,3,0,0,0,0,0,"['Calcium phosphate', 'Collagen', 'Density functional theory', 'Nanoemulsion', 'Self-calcification']",1,Medical and Technological Advances
2022,Evaluation of complexing agents in the gel electro-membrane extraction: An efficient approach for the quantification of zinc (II) ions in water samples,Talanta,8,4,0,0,0,0,0,"['Atomic absorption spectrometry', 'Complexing agent', 'Gel electro-membrane', 'Water analysis', 'Zinc']",1,Medical and Technological Advances
2022,Data-Driven Roadmapping (DDRM): Approach and Case Demonstration,IEEE Transactions on Engineering Management,11,4,0,0,0,0,0,"['Data science', 'data-driven roadmapping (DDRM)', 'decision science', 'roadmapping monitoring', 'technology roadmapping', 'TRM', 'TRM implementation', 'TRM status signal']",1,Medical and Technological Advances
2022,"Geochemistry of evaporitic deposits from the Cenomanian (Upper Cretaceous) Maha Sarakham Formation in the Khorat Basin, northeastern Thailand",Cretaceous Research,6,6,0,0,0,0,0,"['Boron isotope', 'Cretaceous Maha Sarakham Formation', 'Khorat Basin', 'Potash deposits', 'Salt dome']",1,Medical and Technological Advances
2022,"Verification of soil parameters of hardening soil model with small-strain stiffness for deep excavations in medium dense sand in Ho Chi Minh City, Vietnam",Innovative Infrastructure Solutions,15,5,0,0,0,0,0,"['Deep excavation', 'Hardening soil small model', 'Medium dense sand', 'Small-strain stiffness']",1,Medical and Technological Advances
2022,Idiopathic pericardial effusion in patients with hypertrophic cardiomyopathy,International Journal of Cardiovascular Imaging,0,3,0,0,0,0,0,"['Hypertrophic cardiomyopathy', 'Pathology', 'Pericardial effusion']",1,Medical and Technological Advances
2022,Case study and numerical simulation of PVD improved soft Bangkok clay with surcharge and vacuum preloading using a modified air-water separation system,Geotextiles and Geomembranes,12,6,0,1,0,0,0,"['Geosynthetics', 'Ground improvement', 'Preloading', 'Simulation', 'Soft clay', 'Vacuum- PVD']",1,Medical and Technological Advances
2022,Osteopontin induces osteogenic differentiation by human periodontal ligament cells via calcium binding domain–ALK-1 interaction,Journal of Periodontology,4,3,0,1,0,0,0,"['ALK-1', 'calcium binding domain', 'osteogenesis', 'osteopontin', 'periodontal ligament cells']",2,Cell Biology and Biochemistry
2022,Modern on-site tool for monitoring contamination of halal meat with products from five non-halal animals using multiplex polymerase chain reaction coupled with DNA strip,Food Control,8,4,0,0,0,0,0,"['DNA strip', 'Halal standard', 'Halal-certification', 'Meat adulteration', 'Meat authentication', 'Multiplex PCR']",1,Medical and Technological Advances
2022,Molecular structure and properties of cassava-based resistant maltodextrins,Food Chemistry,1,2,0,0,1,0,0,"['Dextrin', 'Dietary fiber', 'Glass transition', 'Prebiotic activity', 'Resistant maltodextrin']",1,Medical and Technological Advances
2022,"Electrically controlled transdermal delivery of naproxen and indomethacin from porous cis-1,4-polyisoprene matrix",Journal of Biomedical Materials Research - Part B Applied Biomaterials,3,3,0,0,0,0,0,"['deproteinized natural rubber', 'natural rubber latex', 'porous structure', 'transdermal patch']",1,Medical and Technological Advances
2022,Evaluation of Mental Health and Satisfaction Following Transfeminine Gender-Affirming Surgery in Thailand,Transgender Health,2,7,0,0,0,0,0,"['gender reassignment procedures', 'major depressive disorder', 'PHQ-9', 'sex reassignment surgery', 'trans women']",1,Medical and Technological Advances
2022,The sexual function among transgender women who have undergone gender-affirming surgery using penile skin inversion vaginoplasty in Thailand,European Journal of Plastic Surgery,0,4,0,0,0,0,0,"['Female sexual function index (FSFI)', 'Gender-affirming surgery', 'Penile skin inversion vaginoplasty', 'Quality of life', 'Sexual function', 'Transgender women', 'WHOQOL-BREF']",1,Medical and Technological Advances
2022,Design equation for stability of a circular tunnel in anisotropic and heterogeneous clay,Underground Space (China),33,3,0,0,0,0,0,"['Anisotropy', 'Circular tunnel', 'Lower bound', 'Nonhomogeneity', 'Second-order cone programming']",1,Medical and Technological Advances
2022,Self-healing Ability of Epoxy Vitrimer Nanocomposites Containing Bio-Based Curing Agents and Carbon Nanotubes for Corrosion Protection,Journal of Polymers and the Environment,17,5,0,0,0,0,0,"['Anti-corrosion', 'Bio-based curing agent', 'Epoxy nanocomposite', 'Self-healing', 'Vitrimer']",1,Medical and Technological Advances
2022,Bioactive glass and arginine dentifrices immediately relieved dentine hypersensitivity following non-surgical periodontal therapy: A randomized controlled trial,Journal of Periodontology,3,2,0,0,0,0,0,"['dentifrices', 'dentin desensitizing agents', 'dentin sensitivity', 'periodontal debridement', 'periodontitis']",2,Cell Biology and Biochemistry
2022,"Immune-inflammatory, coagulation, adhesion, and imaging biomarkers combined in machine learning models improve the prediction of death 1 year after ischemic stroke",Clinical and Experimental Medicine,9,1,1,0,0,6,0,"['Adhesion molecules', 'Biomarkers', 'Coagulation', 'Inflammation', 'Mortality', 'NIHSS', 'Stroke']",1,Medical and Technological Advances
2022,Synergistic activities of binary accelerators in presence of magnesium oxide as a cure activator in the vulcanization of natural rubber,Journal of Elastomers and Plastics,9,2,0,0,0,0,0,"['binary accelerators', 'cross-link density', 'cure activator', 'magnesium oxide', 'Natural rubber']",1,Medical and Technological Advances
2022,Light-Field Imaging Reconstruction Using Deep Learning Enabling Intelligent Autonomous Transportation System,IEEE Transactions on Intelligent Transportation Systems,5,3,0,0,0,2,0,"['autonomous transportation systems', 'deep learning framework', 'intelligent transportation systems', 'Light-field imaging', 'low computational complexity']",1,Medical and Technological Advances
2022,Gain-scheduling offline robust predictive controllers for discrete-time systems with varying parameters,International Journal of Dynamics and Control,0,2,0,0,0,0,0,"['Gain scheduling', 'Polyhedral invariant set', 'Predictive controller', 'Robust stability']",1,Medical and Technological Advances
2022,Home parenteral nutrition in older vs younger patients: Clinical characteristics and outcomes,Journal of Parenteral and Enteral Nutrition,2,1,0,0,9,0,0,"['catheter-related bloodstream infections', 'elderly', 'home parenteral nutrition', 'Karnofsky Performance Status']",4,Public Health and Epidemiology
2022,Competence-based human resource management to improve managerial competence of first-line nurse managers: A scale development,International Journal of Nursing Practice,4,2,0,0,2,0,0,"['competence', 'first-line nurse managers', 'human resource management', 'instrument development', 'nursing']",4,Public Health and Epidemiology
2022,Effectiveness of fibroblast growth factor 23 lowering modalities in chronic kidney disease: a systematic review and meta-analysis,International Urology and Nephrology,3,2,0,0,0,0,0,"['Calcimimetics', 'FGF23', 'Fibroblast growth factor 23', 'Parathyroidectomy', 'Phosphate binder']",1,Medical and Technological Advances
2022,The effect of short selling on volatility and jumps,Australian Journal of Management,5,2,3,0,0,0,0,"['Jumps', 'order imbalance', 'realized volatility', 'short selling', 'trading volume']",1,Medical and Technological Advances
2022,A German AWMF's S2e/realist synthesis and meta-narrative snapshot of craniomaxillofacial manifestations in COVID-19 patients: Rapid living update on 1 January 2021,"Journal of Stomatology, Oral and Maxillofacial Surgery",9,7,0,3,0,0,0,"['COVID-19', 'Craniomaxillofacial region', 'Head and neck', 'Review', 'Signs and symptoms']",1,Medical and Technological Advances
2022,"1′-Acetoxychavicol Acetate from Alpinia galanga Represses Proliferation and Invasion, and Induces Apoptosis via HER2-signaling in Endocrine-Resistant Breast Cancer Cells",Planta Medica,2,3,1,2,0,0,0,"['1′-Acetoxychavicol acetate', 'Alpinia galangal', 'anticancer', 'endocrine-resistant breast cancer', 'invasion', 'zebrafish', 'Zingiberaceae']",2,Cell Biology and Biochemistry
2022,Clinical and molecular characteristics of Thai patients with ELANE- related neutropaenia,Journal of Clinical Pathology,3,4,0,0,0,0,0,"['diseases', 'genetics', 'haematological diseases', 'infant', 'leucocytes', 'newborn']",0,Sustainability and Diversity
2022,Comparative study on physicochemical hydrolysis methods for glycerides removal from rice bran acid oil for subsequent γ-oryzanol recovery,Biomass Conversion and Biorefinery,4,2,0,0,0,0,0,"['Condition effects', 'Glycerides removal', 'Hydrolysis', 'Subcritical water', 'γ-Oryzanol']",1,Medical and Technological Advances
2022,An Integration of Project Management Body of Knowledge and Project Management Information System to Improve On-time Deliverable of Liquefied Natural Gas Station Construction Projects,Engineering Journal,2,2,0,0,0,0,0,"['Construction project', 'Liquefied natural gas station', 'PMBOK', 'PMIS', 'Project management']",1,Medical and Technological Advances
2022,"Use of daily posture and activity tracking to assess sedentary behavior, toss-and-turns, and sleep duration of independently living Thai seniors",Health Informatics Journal,1,4,0,0,0,0,0,"['Activity-tracking devices', 'independently living Thai seniors', 'sedentary behavior', 'sleep duration', 'toss-and-turns']",1,Medical and Technological Advances
2022,Investigation of the Ag species and synergy of Ag-TiO2 and g-C3N4 for the enhancement of photocatalytic activity under UV–Visible light irradiation,Applied Surface Science,24,4,0,0,0,0,0,"['Ag-TiO2', 'Ag0/Ag+ switching', 'Co-catalysts', 'g-C3N4', 'Photocatalyst', 'UV–visible light']",1,Medical and Technological Advances
2022,Tumor Prognostic Prediction of Nasopharyngeal Carcinoma Using CT-Based Radiomics in Non-Chinese Patients,Frontiers in Oncology,3,8,0,0,0,0,0,"['computed tomography', 'imaging biomarkers', 'nasopharyngeal carcinoma', 'prognosis', 'radiomics']",0,Sustainability and Diversity
2022,Effect of pursed-lip breathing and forward trunk lean positions on regional chest wall volume and ventilatory pattern in older adults: An observational study,Medicine (United States),0,3,0,0,1,0,0,"['chest wall kinematics', 'forward trunk lean', 'older adults', 'optoelectronic plethysmography', 'pursed-lip breathing']",1,Medical and Technological Advances
2022,Prevalence and Risk Factors of Feline Immunodeficiency Virus and Feline Leukemia Virus Infection in Healthy Cats in Thailand,Frontiers in Veterinary Science,1,1,0,2,0,0,0,"['Bangkok', 'ELISA', 'FeLV', 'FIV', 'healthy', 'retrovirus infection']",4,Public Health and Epidemiology
2022,Extracellular Matrix Derived From Dental Pulp Stem Cells Promotes Mineralization,Frontiers in Bioengineering and Biotechnology,8,2,0,3,0,0,0,"['decellularization', 'dental pulp stem cells', 'extracellular matrix', 'gingival fibroblasts', 'osteogenic differentiation']",1,Medical and Technological Advances
2022,One-Step Fabrication of Hollow Spherical Cellulose Beads: Application in pH-Responsive Therapeutic Delivery,ACS Applied Materials and Interfaces,9,2,0,4,0,0,0,"['beads', 'cellulose acetate', 'deacetylation', 'diclofenac', 'drug delivery', 'fibroblast cells', 'hollow structure', 'targeted release']",2,Cell Biology and Biochemistry
2022,Theoretical screening of highly efficient single-atom catalysts for nitrogen reduction based on a defective C3N monolayer,International Journal of Hydrogen Energy,7,2,0,0,0,0,0,"['Density functional theory', 'Nitrogen reduction reaction', 'Single atom catalysts', 'Transition metal']",1,Medical and Technological Advances
2022,Moderated Mediation Mechanism to Determine the Effect of Gender Heterogeneity on Green Purchasing Intention: From the Perspective of Residents’ Values,Frontiers in Psychology,0,5,0,0,0,0,0,"['altruistic values', 'egoistic values', 'gender heterogeneity', 'green purchasing intention', 'media exposure']",1,Medical and Technological Advances
2022,Prevalence of chronic kidney disease in Asia: A systematic review and analysis,BMJ Global Health,34,9,4,3,1,0,0,"['epidemiology', 'public health', 'systematic review']",0,Sustainability and Diversity
2022,Immunogenicity of a third dose viral-vectored COVID-19 vaccine after receiving two-dose inactivated vaccines in healthy adults,Vaccine,38,2,0,0,0,0,0,"['Booster dose', 'COVID-19', 'Immunogenicity', 'Inactivated vaccine', 'Virus vector']",1,Medical and Technological Advances
2022,Integrated supply chain resilience framework on SCOR model,ACM International Conference Proceeding Series,0,3,0,0,0,0,0,"['performance', 'SCOR model', 'Supply Chain Resilience']",4,Public Health and Epidemiology
2022,Eliminating viral hepatitis in children after liver transplants: How to reach the goal by 2030,World Journal of Gastroenterology,1,5,0,0,0,0,0,"['Adolescent', 'Children', 'Elimination', 'Infection', 'Liver transplantation', 'Viral hepatitis']",1,Medical and Technological Advances
2022,A Sensitive and Specific Fluorescent RT-LAMP Assay for SARS-CoV-2 Detection in Clinical Samples,ACS Synthetic Biology,10,4,0,0,0,0,0,"['COVID-19', 'diagnostics', 'RT-LAMP']",0,Sustainability and Diversity
2022,Corporate governance and generalist CEOs: evidence from board size,Corporate Governance (Bingley),6,3,0,1,1,0,0,"['Board of directors', 'Board size', 'CEO general managerial ability', 'CEO general managerial skills', 'Corporate governance', 'Generalist CEOs', 'Specialist CEOs']",1,Medical and Technological Advances
2022,"Influence of injection timing on performance and combustion characteristics of compression ignition engine working on quaternary blends of diesel fuel, mixed biodiesel, and t-butyl peroxide",Journal of Cleaner Production,45,6,0,2,0,0,0,"['Advanced injection timing', 'Combustion behaviours', 'Emission characteristics', 'Engine performance', 'Quaternary blends', 'Turbocharged diesel engine']",1,Medical and Technological Advances
2022,Renewable Energy Embedded Sustainable Supply Chains with Methane Harness: The Gateway to ASEAN Strategy Illustration with Mixed Model Analysis,International Journal of Energy Economics and Policy,0,3,0,1,0,0,0,"['COP 26 minimizing methane', 'Methane harness', 'Mixed methods', 'Renewable energy embedding', 'Sustainable supply chains']",1,Medical and Technological Advances
2022,B1 siRNA Increases de novo DNA Methylation of B1 Elements and Promotes Wound Healing in Diabetic Rats,Frontiers in Cell and Developmental Biology,2,5,0,0,0,0,0,"['B1 element', 'B1 siRNA', 'diabetic rat', 'DNA damage', 'DNA hypomethylation', 'DNA methylation', 'RNA-directed DNA methylation', 'wound healing']",1,Medical and Technological Advances
2022,In vitro anti-Leishmania activity of 8-hydroxyquinoline and its synergistic effect with amphotericin B deoxycholate against Leishmania martiniquensis,PeerJ,2,4,0,0,0,0,0,"['8-Hydroxyquinoline', 'Amphotericin B deoxycholate', 'Drug combination', 'Leishmania martiniquensis', 'Leishmaniasis', 'Mundinia', 'Synergistic effect']",1,Medical and Technological Advances
2022,Improving mechanical properties and shrinkage cracking characteristics of soft clay in deep soil mixing,Construction and Building Materials,25,2,0,0,0,0,0,"['Cement stabilisation', 'Deep mixing method', 'Microstructure', 'Shrinkage crack', 'Unconfined compressive strength']",1,Medical and Technological Advances
2022,Learning from noisy out-of-domain corpus using dataless classification,Natural Language Engineering,0,2,0,0,0,0,0,"['Dataless classification', 'Domain adaptation', 'Noisy labels', 'Text classification']",1,Medical and Technological Advances
2022,Cytotoxic Polyprenylated Benzoylphloroglucinol Derivatives from the Branches of Garcinia schomburgkiana,Planta Medica,1,3,0,0,0,0,0,"['Clusiaceae', 'cytotoxicity', 'Garcinia schomburgkiana', 'garschomcinols A-E', 'polyprenylated benzoylphloroglucinols']",2,Cell Biology and Biochemistry
2022,A Performance Comparison between GIS-based and Neuron Network Methods for Flood Susceptibility Assessment in Ayutthaya Province,Trends in Sciences,1,4,0,0,0,0,0,"['Analytical hierarchy process', 'Artificial neuron network', 'Flood risk assessment', 'Flood susceptibility mapping', 'Machine learning']",1,Medical and Technological Advances
2022,"Microbiological safety and microbiota of Kapi, Thai traditional fermented shrimp paste, from different sources",LWT,3,2,0,0,0,0,0,"['Fermented food', 'Microbiota', 'Safety', 'Shrimp paste', 'Thailand']",1,Medical and Technological Advances
2022,"Intersections between pneumonia, lowered oxygen saturation percentage and immune activation mediate depression, anxiety, and chronic fatigue syndrome-like symptoms due to COVID-19: A nomothetic network approach",Journal of Affective Disorders,28,3,1,1,0,0,0,"['Chronic fatigue syndrome', 'COVID-19', 'Inflammation', 'Major depression', 'Neuro-immune', 'Psychiatry']",1,Medical and Technological Advances
2022,"Unravelling capability of municipal wastewater treatment plant in Thailand for microplastics: Effects of seasonality on detection, fate and transport",Journal of Environmental Management,23,4,0,0,0,0,0,"['Dilution effect', 'FT-IR microscope', 'Microplastics', 'Seasonality', 'Source identification']",1,Medical and Technological Advances
2022,An alternative label-free DNA sensor based on the alternating-current electroluminescent device for simultaneous detection of human immunodeficiency virus and hepatitis C co-infection,Biosensors and Bioelectronics,9,5,0,0,0,0,0,"['Alternating-current electroluminescent device', 'HIV and HCV coinfection', 'Infectious disease', 'Label-free assay', 'Nucleic acid detection']",1,Medical and Technological Advances
2022,Salt tolerance at vegetative stage is partially associated with changes in grain quality and starch physicochemical properties of rice exposed to salinity stress at reproductive stage,Journal of the Science of Food and Agriculture,14,3,0,0,0,0,0,"['grain quality', 'physicochemical property', 'rice (Oryza sativa L.)', 'salinity stress', 'salinity tolerance', 'starch']",2,Cell Biology and Biochemistry
2022,Kerevata Belokobylskij (Hymenoptera: Braconidae: Rogadinae) is no longer a Papua New Guinean endemic with descriptions of three new species from the Indomalayan Region,Zootaxa,0,2,0,2,0,0,0,"['diurnal species', 'India', 'New distribution record', 'nocturnal', 'range extension', 'taxonomic key', 'Vietnam']",0,Sustainability and Diversity
2022,The Occurrence of Bedding-Parallel Fibrous Calcite Veins in Permian Siliciclastic and Carbonate Rocks in Central Thailand,Frontiers in Earth Science,1,3,1,0,0,0,0,"['fibrous calcite vein', 'Permian carbonate platform', 'petrography', 'petroleum source rock', 'stable isotope']",2,Cell Biology and Biochemistry
2022,Dietary Lasia spinosa Thw. Improves Growth Performance in Broilers,Frontiers in Nutrition,8,5,0,0,0,0,1,"['antioxidant status', 'blood metabolites', 'broiler', 'cecal microbiome', 'growth performance', 'intestinal morphology', 'Lasia spinosaThw']",1,Medical and Technological Advances
2022,Influencing factors and gaps of blood donation knowledge among university and college students in Myanmar: a cross-sectional study,Journal of Health Research,2,2,0,0,0,0,0,"['Blood donation', 'Gap of knowledge', 'Myanmar', 'University students']",1,Medical and Technological Advances
2022,A Systematic Literature Review of Product Innovation Management for Food Manufacturing,ACM International Conference Proceeding Series,0,2,0,0,0,0,0,"['Food manufacturing', 'Innovation management', 'New product development', 'Product innovation', 'Product innovation management']",1,Medical and Technological Advances
2022,Assessing the Antecedents and Consequence of Enterprise Transformation: A Quantitative Approach,Frontiers in Psychology,1,2,0,0,0,0,0,"['corporate performance', 'enterprise transformation', 'market pressure', 'multiple-group analysis', 'technological innovation']",1,Medical and Technological Advances
2022,How to Initiate Fecal Microbiota Transplantation in Developing Countries Using the Behavior Economics Concept of “Choice Architecture”,Frontiers in Medicine,1,2,0,0,1,0,0,"['behavior economics', 'choice architecture', 'fecal microbiota transplantation', 'gastrointestinal diseases', 'nudges', 'stool bank']",1,Medical and Technological Advances
2022,Generation of Porcine Induced Neural Stem Cells Using the Sendai Virus,Frontiers in Veterinary Science,5,6,0,0,0,0,0,"['cell reprogramming', 'differentiation', 'induced neural stem cells', 'neurosphere', 'porcine', 'Sendai virus']",2,Cell Biology and Biochemistry
2022,Association of breast feeding and birth interval with child mortality in Pakistan: A cross-sectional study using nationally representative Demographic and Health Survey data,BMJ Open,2,4,0,0,0,0,0,"['community child health', 'health policy', 'public health']",1,Medical and Technological Advances
2022,Improving the Sustainable Usage Intention of Mobile Payments: Extended Unified Theory of Acceptance and Use of Technology Model Combined With the Information System Success Model and Initial Trust Model,Frontiers in Psychology,7,5,0,0,0,0,0,"['extending the unified theory of acceptance and use of technology (UTAUT2)', 'information system success model (ISS)', 'initial trust model', 'mobile payment', 'sustainable usage intention']",1,Medical and Technological Advances
2022,Penaeus monodon Interferon Regulatory Factor (PmIRF) Activates IFNs and Antimicrobial Peptide Expression via a STING-Dependent DNA Sensing Pathway,Frontiers in Immunology,0,4,0,0,0,0,0,"['antiviral response', 'DNA sensing pathway', 'interferon', 'IRF', 'shrimp immunity', 'STING']",2,Cell Biology and Biochemistry
2022,"TiO2NTs bio-inspired coatings: Revisiting electrochemical, morphological, structural, and mechanical properties",Nanotechnology,3,1,0,1,0,4,0,"['bio-inspired coating', 'Ti anodization', 'TiO2nanotubes', 'titanium implants']",1,Medical and Technological Advances
2022,Amygdala Underlies the Environment Dependency of Defense Responses Induced via Superior Colliculus,Frontiers in Neural Circuits,1,7,0,1,0,0,0,"['amygdala', 'cuneiform nucleus', 'escape behavior', 'flight response', 'mouse', 'optogenetics', 'pathway-selective', 'superior colliculus']",2,Cell Biology and Biochemistry
2022,What drives an innovative behaviour of sustainable community-based enterprises? Insights from a qualitative case study,International Journal of Innovation Science,4,3,0,0,0,0,0,"['Community-based group', 'Cooperative community-based enterprise', 'Innovative behaviour', 'Sustainable innovation', 'Thailand']",1,Medical and Technological Advances
2022,"Study protocol for a randomised, double-blinded, placebo-controlled phase III trial examining the add-on efficacy, cost-utility and neurobiological effects of low-dose naltrexone (LDN) in patients with fibromyalgia (INNOVA study)",BMJ Open,4,1,0,8,2,0,0,"['clinical trials', 'health economics', 'pain management']",1,Medical and Technological Advances
2022,"Benchmarking superfast electrodeposited bimetallic (Ni, Fe, Co, and Cu) hydroxides for oxygen evolution reaction",Journal of Alloys and Compounds,29,9,0,0,0,0,0,"['Fast electrodeposition', 'Layered double hydroxides', 'Self-supported', 'Transition metals', 'Water splitting']",1,Medical and Technological Advances
2022,Ameliorative photocatalytic dye degradation of hydrothermally synthesized bimetallic Ag-Sn hybrid nanocomposite treated upon domestic wastewater under visible light irradiation,Journal of Hazardous Materials,19,8,0,0,0,0,0,"['Ag-Sn hybrid nanocomposite', 'Domestic wastewater', 'Malachite green', 'Photocatalytic activity', 'Visible light irradiation', 'Zeta sizer']",1,Medical and Technological Advances
2022,Development and Validity Test of Social Attachment Multidimensional Scale,Frontiers in Psychology,6,4,0,0,0,0,0,"['attachment theory', 'reliability and validity', 'scale development', 'social attachment', 'social media']",1,Medical and Technological Advances
2022,First report of fatty acids in Mimosa diplotricha bee pollen with in vitro lipase inhibitory activity,PeerJ,3,4,0,0,0,0,0,"['Anti-lipase activity', 'Bee pollen', 'Fatty acids', 'Floral pollen', 'Phytochemicals']",1,Medical and Technological Advances
